"campaign","cell","block","estimator","metric","tau","value","mc_se","wilson_lo","wilson_hi","n","commit"
"mdsgnb20","md120 n500","Hc","naive","bias_md",,-11.238574,0.315462,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bias_sd_units",,-0.77022289,0.0216198,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","sd_emp",,14.591327,0.230767,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","se_mean",,14.156827,0.0217559,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","se_over_sd",,0.97022206,0.0154167,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","cov1_upper",,0.804,0.00887649,0.786027,0.820808,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","cov2",,0.8755,0.0073824,0.860307,0.889253,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","halfwidth_md",,27.746872,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","margin1_md",,23.285909,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bias_md",,-0.30099035,0.321757,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bias_sd_units",,-0.020917482,0.0223607,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","sd_emp",,14.389416,0.227574,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","se_mean",,14.417891,0.01381,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","se_over_sd",,1.0019789,0.0158757,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","cov1_upper",,0.956,0.00458607,0.946103,0.964148,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","cov2",,0.9525,0.00475625,0.942279,0.960986,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","halfwidth_md",,28.259067,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","margin1_md",,23.715321,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bias_md",,-1.7640829,0.328437,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bias_sd_units",,-0.11458786,0.021334,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","sd_emp",,15.395025,0.243478,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","se_mean",,25.227089,0.0308506,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","se_over_sd",,1.6386521,0.0259932,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","cov1_upper",,0.997,0.00122291,0.99347,0.998624,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","cov2",,0.999,0.000706753,0.996361,0.999726,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","halfwidth_md",,49.444187,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","margin1_md",,41.494869,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bias_md",,-0.47199032,0.335527,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bias_sd_units",,-0.029754043,0.0211515,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","sd_emp",,15.863065,0.25088,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","se_mean",,13.745311,0.015301,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","se_over_sd",,0.8664978,0.0137379,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","cov1_upper",,0.938,0.0053924,0.926568,0.947752,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","cov2",,0.925,0.00588961,0.912624,0.935746,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","halfwidth_md",,26.826804,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","margin1_md",,23.856899,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bias_md",,-0.50828119,0.335516,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bias_sd_units",,-0.032044613,0.0211526,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","sd_emp",,15.861673,0.250858,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","se_mean",,14.155361,0.0237586,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","se_over_sd",,0.89242545,0.0141933,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","cov1_upper",,0.9405,0.0052896,0.929264,0.950047,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","cov2",,0.9305,0.00568638,0.91851,0.94084,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","halfwidth_md",,27.597653,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","margin1_md",,24.474593,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",10,0.0025,0.00111664,0.00106831,0.00583915,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",20,0.007,0.00186427,0.00417435,0.0117159,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",30,0.019,0.00305279,0.0138738,0.0259704,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",40,0.0715,0.00576141,0.0610103,0.0836327,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",60,0.4495,0.0111232,0.427816,0.471377,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",80,0.8815,0.00722695,0.866599,0.894939,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","share_upper_le_tau",100,0.997,0.00122291,0.99347,0.998624,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_mean",,61.814487,0.343262,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_q05",,37.113346,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_q25",,51.236996,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_q50",,61.987935,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_q75",,72.667778,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","bound_q95",,86.657107,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",0,0.001,0.000706753,0.000274279,0.00363893,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",10,0.0065,0.00179691,0.0038026,0.0110895,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",20,0.0205,0.00316858,0.0151472,0.0276913,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",30,0.0805,0.00608357,0.0693649,0.0932435,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",40,0.253,0.00972088,0.234433,0.272514,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",60,0.7585,0.00957021,0.739259,0.77675,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",80,0.9845,0.00276222,0.978083,0.989059,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","share_upper_le_tau",100,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_mean",,49.669566,0.322695,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_q05",,26.773211,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_q25",,39.765189,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_q50",,49.948028,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_q75",,59.50682,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","oracle","bound_q95",,72.528538,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",0,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",10,0.0025,0.00111664,0.00106831,0.00583915,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",20,0.0075,0.00192922,0.00455038,0.0123379,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",30,0.024,0.00342228,0.0181496,0.0316755,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",40,0.0795,0.00604896,0.0684344,0.0921779,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",60,0.4655,0.0111537,0.443726,0.487406,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",80,0.887,0.00707923,0.872377,0.90014,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","share_upper_le_tau",100,0.997,0.00122291,0.99347,0.998624,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_mean",,61.196793,0.350307,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_q05",,35.886244,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_q25",,50.465193,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_q50",,61.52639,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_q75",,72.068385,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","bound_q95",,86.904218,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",10,0,0,1.0842e-19,0.00191705,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",20,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",30,0.0025,0.00111664,0.00106831,0.00583915,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",40,0.0065,0.00179691,0.0038026,0.0110895,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",60,0.0945,0.00654101,0.0824459,0.108109,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",80,0.522,0.0111695,0.500087,0.543829,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","share_upper_le_tau",100,0.9315,0.00564835,0.919582,0.941764,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_mean",,78.834764,0.330509,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_q05",,55.506203,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_q25",,68.602634,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_q50",,79.229336,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_q75",,89.016822,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","bound_q95",,102.4559,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",0,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",10,0.005,0.00157718,0.00271818,0.0091797,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",20,0.0175,0.00293204,0.0126098,0.0242402,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",30,0.061,0.00535159,0.051329,0.0723542,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",40,0.216,0.00920174,0.198518,0.23457,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",60,0.732,0.00990394,0.712157,0.750953,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",80,0.983,0.00289059,0.976339,0.987809,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","share_upper_le_tau",100,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_mean",,51.151312,0.317162,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_q05",,28.82853,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_q25",,41.446538,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_q50",,51.276407,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_q75",,60.993304,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","bound_q95",,74.015154,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf_s","joint_coverage",,0.949,0.0049193,0.938468,0.95781,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf_s","share_both_bounds",,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf_s","cov_H",,0.985,0.002718,0.978668,0.989473,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf_s","cov_Hc",,0.964,0.00416557,0.954906,0.971315,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf","joint_coverage",,0.9485,0.00494205,0.937925,0.957355,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf","share_both_bounds",,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf","cov_H",,0.985,0.002718,0.978668,0.989473,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","bonf","cov_Hc",,0.963,0.00422084,0.9538,0.970425,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","separate_s","joint_coverage",,0.9105,0.00638317,0.89719,0.922237,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","separate_s","share_both_bounds",,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","separate_s","cov_H",,0.967,0.00399443,0.958232,0.973977,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","separate_s","cov_Hc",,0.9405,0.0052896,0.929264,0.950047,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","calibrated","gamma_mean_s",,0.0251955,9.4702e-06,,,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","calibrated","corr_s",,0.00089742662,0.0016766,,,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","calibrated","gamma_mean",,0.0251345,7.95214e-06,,,2000,"b12f5983"
"mdsgnb20","md120 n500","joint","calibrated","corr",,0.0047277134,0.00168972,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","mean_n_harm",,152.7385,0.88331,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","mean_n_sel",,152.7385,0.88331,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","sensitivity_mean",,0.71159446,0.00527935,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","ppv_mean",,0.79797329,0.00416516,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","share_nharm_grew_vs_mdf1",,0.994,0.00172685,0.989542,0.996564,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","share_nharm_stayed_vs_mdf1",,0.006,0.00172685,0.00343559,0.0104584,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","share_nharm_shrank_vs_mdf1",,0,0,1.0842e-19,0.00191705,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","p_hat_mean",,0.0890042,0.00146218,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","all","p_hat_share_lt_05",,0.9995,0.000499875,0.997173,0.999912,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","sd_btc_over_naive_se",,1.0874629,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","lamsd_over_naive_se",,0.97093158,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","lamsd_over_naive_se",,0.99989642,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_b",,-0.032044613,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_r",,0.89242545,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_cov1",,0.9405,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_cov1_ref",,0.92447957,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_cov2",,0.9305,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld_s","display_cov2_ref",,0.91957482,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","naive","display_b",,1.4911827,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","naive","display_r",,1.1945911,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","naive","display_cov1_ref",,0.68215906,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","naive","display_cov2_ref",,0.8023221,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","mr","display_b",,-0.18130817,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","mr","display_r",,1.4084367,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","mr","display_cov1_ref",,0.99375484,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","mr","display_cov2_ref",,0.99341661,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","fld","display_b",,-0.25521569,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","fld","display_r",,1.004576,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","fld","display_cov1_ref",,0.97177828,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","H","fld","display_cov2_ref",,0.94364041,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","display_b",,-0.77022289,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","display_r",,0.97022206,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","display_cov1_ref",,0.79549878,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","naive","display_cov2_ref",,0.86727984,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","display_b",,-0.11458786,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","display_r",,1.6386521,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","display_cov1_ref",,0.99507077,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","mr","display_cov2_ref",,0.99858286,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","display_b",,-0.029754043,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","display_r",,0.8664978,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","display_cov1_ref",,0.91856865,,,,2000,"b12f5983"
"mdsgnb20","md120 n500","Hc","fld","display_cov2_ref",,0.91040788,,,,2000,"b12f5983"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","declaration_rate",,0.9965,0.00132056,0.992793,0.998304,2000,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bias_md",,60.822909,0.367685,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bias_sd_units",,3.7054173,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","sd_emp",,16.414591,0.260058,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","se_mean",,25.823891,0.0870755,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","se_over_sd",,1.5732278,0.0254831,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","cov1_lower",,0.11640743,0.00718394,0.103059,0.131231,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","cov2",,0.26241846,0.00985482,0.243574,0.282177,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","halfwidth_md",,50.613896,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","margin1_md",,42.476521,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","bias_md",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","bias_sd_units",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","sd_emp",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","se_mean",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","se_over_sd",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","cov1_lower",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","cov2",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","halfwidth_md",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","oracle","margin1_md",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bias_md",,16.195856,0.435931,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bias_sd_units",,0.8322096,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","sd_emp",,19.46127,0.308327,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","se_mean",,33.557519,0.100626,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","se_over_sd",,1.7243232,0.0278036,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","cov1_lower",,0.97441044,0.00353711,0.966512,0.980484,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","cov2",,0.99448068,0.00165954,0.990144,0.996915,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","halfwidth_md",,65.771529,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","margin1_md",,55.197207,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bias_md",,7.9734489,0.474371,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bias_sd_units",,0.37650821,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","sd_emp",,21.177357,0.335515,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","se_mean",,25.134386,0.0418568,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","se_over_sd",,1.1868518,0.018907,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","cov1_lower",,0.9473156,0.0050042,0.936619,0.956291,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","cov2",,0.97541395,0.00346885,0.967646,0.981353,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","halfwidth_md",,49.192391,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","margin1_md",,51.053405,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",0,0.32463623,0.0104885,0.304434,0.345514,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",10,0.17912694,0.00858944,0.162914,0.196574,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",20,0.086803813,0.00630664,0.0752243,0.0999731,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",30,0.040140492,0.00439685,0.0323704,0.0496799,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",40,0.015052684,0.00272747,0.0105641,0.0214071,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",60,0.0030105369,0.0012272,0.00138046,0.00655279,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",80,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",100,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_mean",,-8.6023137,0.462967,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q05",,-39.996244,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q25",,-22.895897,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q50",,-9.8427767,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q75",,4.3693273,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q95",,27.536051,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",0,0.24034119,0.00957127,0.222093,0.259589,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",10,0.11339689,0.0071025,0.100213,0.128068,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",20,0.047666834,0.00477253,0.0391516,0.0579224,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",30,0.017059709,0.00290065,0.0122336,0.023744,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",40,0.0040140492,0.00141633,0.00203538,0.00790105,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",60,0.0010035123,0.000709234,0.000275242,0.00365169,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",80,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",100,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_mean",,-12.746116,0.417539,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q05",,-41.747812,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q25",,-25.835923,,,,1993,"dbeee517"
