"campaign","cell","block","estimator","metric","tau","value","mc_se","wilson_lo","wilson_hi","n","commit"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q50",,-13.743519,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q75",,-0.548481,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q95",,19.272491,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",0,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",10,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",20,0.9508279,0.00484347,0.940437,0.959484,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",30,0.82940291,0.00842587,0.812259,0.84528,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",40,0.60010035,0.0109732,0.578421,0.621395,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",60,0.16006021,0.00821319,0.144619,0.17681,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",80,0.017561465,0.00294225,0.0126541,0.024325,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",100,0.0020070246,0.0010025,0.000780761,0.00514933,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_mean",,44.601624,0.344548,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q05",,20.073464,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q25",,34.134312,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q50",,43.992304,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q75",,54.447603,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q95",,70.484876,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bias_md",,-16.504624,0.270542,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bias_sd_units",,-1.3665229,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","sd_emp",,12.077825,0.19135,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","se_mean",,13.134544,0.0163483,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","se_over_sd",,1.0874925,0.0172823,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","cov1_upper",,0.66733567,0.0105541,0.646345,0.687682,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","cov2",,0.78223783,0.009245,0.763584,0.799805,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","halfwidth_md",,25.743232,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","margin1_md",,21.604402,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bias_md",,-0.31716015,0.254526,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bias_sd_units",,-0.027912129,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","sd_emp",,11.362807,0.180022,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","se_mean",,11.65277,0.00817555,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","se_over_sd",,1.0255185,0.0162633,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","cov1_upper",,0.95333668,0.00472452,0.943173,0.961757,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","cov2",,0.95634722,0.00457678,0.946465,0.964474,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","halfwidth_md",,22.839429,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","margin1_md",,19.167101,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bias_md",,-5.805767,0.28114,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bias_sd_units",,-0.46257544,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","sd_emp",,12.550963,0.198846,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","se_mean",,23.701332,0.023749,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","se_over_sd",,1.8884075,0.029978,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","cov1_upper",,0.99598595,0.00141633,0.992099,0.997965,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","cov2",,0.99949824,0.00050163,0.997163,0.999911,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","halfwidth_md",,46.453758,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","margin1_md",,38.985223,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bias_md",,-3.6902291,0.286965,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bias_sd_units",,-0.28805236,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","sd_emp",,12.810966,0.202965,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","se_mean",,12.865818,0.0122577,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","se_over_sd",,1.0042817,0.0159397,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","cov1_upper",,0.91520321,0.00624015,0.90216,0.926649,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","cov2",,0.94229804,0.00522319,0.931184,0.95171,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","halfwidth_md",,25.108469,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","margin1_md",,23.286566,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bias_md",,-3.7022257,0.28641,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bias_sd_units",,-0.28954829,0.0223999,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","sd_emp",,12.786211,0.202573,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","se_mean",,12.894433,0.0172949,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","se_over_sd",,1.008464,0.0160344,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","cov1_upper",,0.91721024,0.00617261,0.904295,0.928521,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","cov2",,0.94179629,0.00524445,0.930642,0.951251,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","halfwidth_md",,25.148877,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","margin1_md",,23.281579,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",0,0.00050175615,0.00050163,8.85778e-05,0.00283677,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",10,0.0055193176,0.00165954,0.0030847,0.00985646,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",20,0.031610637,0.00391911,0.0247851,0.0402384,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",30,0.13898645,0.00774886,0.124492,0.15487,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",40,0.37932765,0.0108689,0.358276,0.400843,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",60,0.89914701,0.00674537,0.885149,0.911609,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",80,0.99849473,0.000868413,0.995584,0.999488,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",100,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_mean",,43.731048,0.284911,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q05",,22.891017,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q25",,35.488268,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q50",,43.80822,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q75",,52.176123,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q95",,65.62553,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",0,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",10,0.0010035123,0.000709234,0.000275242,0.00365169,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",20,0.015052684,0.00272747,0.0105641,0.0214071,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",30,0.090316106,0.00642058,0.0785076,0.103701,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",40,0.33166081,0.0105461,0.311332,0.352637,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",60,0.89663823,0.00681922,0.882501,0.90925,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",80,0.99949824,0.00050163,0.997163,0.999911,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","share_upper_le_tau",100,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_mean",,45.105176,0.254948,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_q05",,26.627381,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_q25",,37.481984,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_q50",,45.135549,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_q75",,52.580297,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bound_q95",,64.013028,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",0,0.00050175615,0.00050163,8.85778e-05,0.00283677,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",10,0.0060210738,0.00173289,0.00344767,0.0104951,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",20,0.031108881,0.00388889,0.0243429,0.0396789,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",30,0.14450577,0.00787585,0.129753,0.160626,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",40,0.38283994,0.0108881,0.361744,0.404386,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",60,0.90065228,0.00670045,0.886739,0.913024,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",80,0.99899649,0.000709234,0.996348,0.999725,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","share_upper_le_tau",100,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_mean",,43.736035,0.288751,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_q05",,22.539524,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_q25",,35.336124,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_q50",,43.679888,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_q75",,52.260339,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","bound_q95",,65.743101,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",0,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",10,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",20,0.00050175615,0.00050163,8.85778e-05,0.00283677,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",30,0.012042148,0.00244325,0.00810557,0.0178562,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",40,0.057200201,0.00520181,0.0478309,0.0682732,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",60,0.51731059,0.0111932,0.49536,0.539195,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",80,0.93677873,0.00545125,0.925231,0.946645,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","share_upper_le_tau",100,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_mean",,59.434691,0.281169,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_q05",,39.057779,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_q25",,51.262385,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_q50",,59.532209,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_q75",,67.698057,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","bound_q95",,81.153853,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",0,0.0050175615,0.00158271,0.00272774,0.00921185,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",10,0.033617662,0.00403743,0.0265585,0.0424712,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",20,0.17461114,0.00850377,0.158574,0.1919,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",30,0.45559458,0.0111557,0.433836,0.477524,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",40,0.76869042,0.00944537,0.749672,0.786676,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",60,0.9919719,0.00199895,0.986999,0.995052,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",80,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","share_upper_le_tau",100,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_mean",,31.355013,0.268388,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_q05",,12.236514,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_q25",,23.632159,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_q50",,31.117922,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_q75",,39.275968,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","bound_q95",,51.99425,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf_s","joint_coverage",,0.93176116,0.00564826,0.91984,0.942021,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf_s","share_both_bounds",,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf_s","cov_H",,0.9759157,0.00343415,0.968214,0.981787,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf_s","cov_Hc",,0.95434019,0.0046759,0.944269,0.962664,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf","joint_coverage",,0.93125941,0.00566746,0.919301,0.941558,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf","share_both_bounds",,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf","cov_H",,0.9759157,0.00343415,0.968214,0.981787,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","bonf","cov_Hc",,0.95383843,0.00470028,0.943721,0.96221,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","separate_s","joint_coverage",,0.86853989,0.007569,0.852993,0.882669,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","separate_s","share_both_bounds",,1,0,0.998076,1,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","separate_s","cov_H",,0.9473156,0.0050042,0.936619,0.956291,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","separate_s","cov_Hc",,0.91721024,0.00617261,0.904295,0.928521,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","calibrated","gamma_mean_s",,0.025145008,8.35438e-06,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","calibrated","corr_s",,0.088378486,0.00140263,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","calibrated","gamma_mean",,0.025114902,7.45573e-06,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","joint","calibrated","corr",,0.091893408,0.00142549,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","mean_n_harm",,107.49222,0.66958,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","mean_n_sel",,107.49222,0.66958,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","sensitivity_mean",,,,,,0,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","ppv_mean",,0,0,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","share_nharm_grew_vs_mdf1",,0.92523833,0.00589132,0.912856,0.935985,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","share_nharm_stayed_vs_mdf1",,0.074761666,0.00589132,0.0640151,0.0871444,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","share_nharm_shrank_vs_mdf1",,0,0,-1.0842e-19,0.00192377,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","p_hat_mean",,0.081854591,0.00140612,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","all","p_hat_share_lt_05",,0.99899649,0.000709234,0.996348,0.999725,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","sd_btc_over_naive_se",,0.95556899,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","lamsd_over_naive_se",,0.97954058,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","lamsd_over_naive_se",,0.98171919,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_b",,-0.28954829,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_r",,1.008464,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_cov1",,0.91721024,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_cov1_ref",,0.91453589,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_cov2",,0.94179629,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","display_cov2_ref",,0.94247619,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","display_b",,3.7054173,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","display_r",,1.5732278,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","display_cov1_ref",,0.13185017,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","naive","display_cov2_ref",,0.26698821,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","display_b",,0.8322096,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","display_r",,1.7243232,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","display_cov1_ref",,0.97746763,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","mr","display_cov2_ref",,0.99456091,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","display_b",,0.37650821,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","display_r",,1.1868518,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","display_cov1_ref",,0.94245129,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","H","fld","display_cov2_ref",,0.97095379,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","display_b",,-1.3665229,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","display_r",,1.0874925,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","display_cov1_ref",,0.66357619,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","naive","display_cov2_ref",,0.77760695,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","display_b",,-0.46257544,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","display_r",,1.8884075,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","display_cov1_ref",,0.99589826,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","mr","display_cov2_ref",,0.99938383,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","display_b",,-0.28805236,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","display_r",,1.0042817,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","display_cov1_ref",,0.91369166,,,,1993,"dbeee517"
"mdsgnb20","null n500 (no subgroup; homogeneous +26)","Hc","fld","display_cov2_ref",,0.94152832,,,,1993,"dbeee517"
"mdsgnb20","md40 n700","H","all","declaration_rate",,0.9995,0.000499875,0.997173,0.999912,2000,"f528d188"
"mdsgnb20","md40 n700","H","naive","bias_md",,60.86051,0.38493,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","bias_sd_units",,3.5865052,0.0226839,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","sd_emp",,16.969308,0.268443,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","se_mean",,24.929942,0.0952876,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","se_over_sd",,1.4691195,0.0239092,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","cov1_lower",,0.084542271,0.00622228,0.0731293,0.0975489,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","cov2",,0.2076038,0.00907157,0.190393,0.225936,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","halfwidth_md",,48.861788,,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","naive","margin1_md",,41.006106,,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","oracle","bias_md",,0.073550286,0.387803,,,1999,"f528d188"
"mdsgnb20","md40 n700","H","oracle","bias_sd_units",,0.0042419603,0.0223663,,,1999,"f528d188"
