"campaign","identifier","cell","block","estimator","metric","tau","value","mc_se","wilson_lo","wilson_hi","n","commit"
"mdgrf","grf","md40 n500","H","all","mean_admitted_n",,624.5675,6.51735,,,2000,"c4c49572"
"mdsgnb20","fs","md40 n500","H","fld","cov1_lower",,0.94794795,0.00496951,0.93732,0.956857,1998,"72e6f129"
"mdgrf","grf","md40 n500","H","fld","cov1_lower",,0.939,0.00535159,0.927646,0.948671,2000,"c4c49572"
"mdsgnb20","fs","md40 n500","Hc","fld_s","cov1_upper",,0.91391391,0.00627511,0.900807,0.925432,1998,"72e6f129"
"mdgrf","grf","md40 n500","Hc","fld_s","cov1_upper",,0.92,0.0060663,0.907289,0.9311,2000,"c4c49572"
"mdsgnb20","fs","md40 n500","joint","bonf_s","joint_coverage",,0.92792793,0.00578553,0.915748,0.938465,1998,"72e6f129"
"mdgrf","grf","md40 n500","joint","bonf_s","joint_coverage",,0.9195,0.00608357,0.906757,0.930635,2000,"c4c49572"
"mddina","dina","md40 n500","H","all","p_hat_mean",,0.079546994,0.00164283,,,1996,"1856c107"
"mddina","dina","md40 n500","H","all","p_hat_share_lt_05",,0.99599198,0.00141421,0.992111,0.997968,1996,"1856c107"
"mddina","dina","md40 n500","Hc","mr","sd_btc_over_naive_se",,0.98478427,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld","lamsd_over_naive_se",,0.97935588,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","lamsd_over_naive_se",,0.9822469,,,,1996,"1856c107"
"mddina","dina","md40 n500","all","all","secs_fit_mr_mean",,134.23465,2.0218,,,2000,"1856c107"
"mddina","dina","md40 n500","all","all","secs_field_mean",,69.797548,0.862926,,,1996,"1856c107"
"mddina","dina","md40 n500","all","all","secs_complement_mean",,6.9987049,0.133757,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_b",,-0.34967998,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_r",,0.97466423,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_cov1",,0.89679359,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_cov1_ref",,0.8949881,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_cov2",,0.93336673,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld_s","display_cov2_ref",,0.92878305,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","naive","display_b",,3.5907814,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","naive","display_r",,1.499865,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","naive","display_cov1_ref",,0.13056527,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","naive","display_cov2_ref",,0.25749096,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","mr","display_b",,1.0841183,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","mr","display_r",,1.9193992,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","mr","display_cov1_ref",,0.98091444,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","mr","display_cov2_ref",,0.99629438,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","fld","display_b",,0.5998676,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","fld","display_r",,1.2782973,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","fld","display_cov1_ref",,0.93354751,,,,1996,"1856c107"
"mddina","dina","md40 n500","H","fld","display_cov2_ref",,0.97069515,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","naive","display_b",,-1.424773,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","naive","display_r",,1.1053007,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","naive","display_cov1_ref",,0.65294545,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","naive","display_cov2_ref",,0.7706634,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","mr","display_b",,-0.51913235,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","mr","display_r",,1.8444006,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","mr","display_cov1_ref",,0.99404224,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","mr","display_cov2_ref",,0.99900086,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld","display_b",,-0.34842934,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld","display_r",,0.9698943,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld","display_cov1_ref",,0.8937838,,,,1996,"1856c107"
"mddina","dina","md40 n500","Hc","fld","display_cov2_ref",,0.92748816,,,,1996,"1856c107"
"mddina","dina","md120 n500","H","all","declaration_rate",,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bias_md",,31.461821,0.540654,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bias_sd_units",,1.7271862,0.0296807,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","sd_emp",,18.21565,0.288087,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","se_mean",,22.307618,0.0792975,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","se_over_sd",,1.2246402,0.0198513,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","cov1_lower",,0.5955,0.0109745,0.573827,0.616807,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","cov2",,0.705,0.0101974,0.684636,0.724578,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","halfwidth_md",,43.722127,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","margin1_md",,36.692766,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bias_md",,-0.68368566,0.446965,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bias_sd_units",,-0.034203281,0.0223607,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","sd_emp",,19.988891,0.316131,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","se_mean",,19.806709,0.027273,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","se_over_sd",,0.99088583,0.0157305,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","cov1_lower",,0.9525,0.00475625,0.942279,0.960986,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","cov2",,0.943,0.00518416,0.931964,0.952337,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","halfwidth_md",,38.821149,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","margin1_md",,32.579137,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bias_md",,-2.7639651,0.583864,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bias_sd_units",,-0.12186685,0.0257434,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","sd_emp",,22.680204,0.358695,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","se_mean",,32.19179,0.093482,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","se_over_sd",,1.4193783,0.0228232,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","cov1_lower",,0.9905,0.00216907,0.98521,0.99391,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","cov2",,0.9835,0.00284849,0.976919,0.988227,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","halfwidth_md",,63.09475,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","margin1_md",,52.950783,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bias_md",,-5.9401963,0.612129,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bias_sd_units",,-0.23763431,0.0244879,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","sd_emp",,24.997216,0.39534,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","se_mean",,25.239178,0.0439411,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","se_over_sd",,1.0096796,0.0160649,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","cov1_lower",,0.9645,0.00413762,0.955459,0.97176,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","cov2",,0.9095,0.00641521,0.896129,0.921301,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","halfwidth_md",,49.33435,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","margin1_md",,45.697557,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",0,0.9855,0.00267299,0.979253,0.989885,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",10,0.9555,0.00461084,0.945556,0.963697,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",20,0.892,0.00694032,0.877638,0.904859,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",30,0.7825,0.0092248,0.763887,0.800029,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",40,0.6275,0.0108107,0.606086,0.648425,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",60,0.3115,0.0103554,0.291581,0.332141,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",80,0.107,0.00691198,0.0941982,0.121309,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","share_lower_ge_tau",100,0.0245,0.00345686,0.0185816,0.0322415,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_mean",,49.06193,0.542365,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_q05",,10.851176,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_q25",,32.312053,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_q50",,47.435219,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_q75",,64.493361,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","bound_q95",,89.914041,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",0,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",10,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",20,0.999,0.000706753,0.996361,0.999726,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",30,0.9965,0.00132056,0.992793,0.998304,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",40,0.986,0.00262717,0.97984,0.990296,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",60,0.907,0.00649427,0.89348,0.91896,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",80,0.638,0.0107461,0.616692,0.658779,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","share_lower_ge_tau",100,0.2515,0.00970175,0.232974,0.270979,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_mean",,86.737177,0.448601,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_q05",,53.00774,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_q25",,74.104149,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_q50",,87.274926,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_q75",,100.08589,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","oracle","bound_q95",,119.7773,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",0,0.979,0.00320617,0.971737,0.984426,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",10,0.9315,0.00564835,0.919582,0.941764,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",20,0.852,0.00794028,0.835763,0.866888,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",30,0.7175,0.0100671,0.697366,0.7368,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",40,0.5215,0.01117,0.499587,0.543331,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",60,0.1925,0.008816,0.175817,0.210362,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",80,0.038,0.00427528,0.0304676,0.0473038,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","share_lower_ge_tau",100,0.003,0.00122291,0.00137563,0.00652992,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_mean",,41.808704,0.472145,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_q05",,7.0373399,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_q25",,28.094866,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_q50",,41.167552,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_q75",,55.363635,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","bound_q95",,77.656582,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",0,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",10,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",20,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",30,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",40,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",60,0.972,0.0036889,0.963816,0.978375,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",80,0.76,0.00954987,0.740795,0.778208,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","share_lower_ge_tau",100,0.318,0.0104134,0.297956,0.338742,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_mean",,92.292507,0.388873,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_q05",,64.560024,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_q25",,80.503054,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_q50",,91.733112,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_q75",,103.68423,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","bound_q95",,121.57669,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bias_md",,-12.252979,0.310424,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bias_sd_units",,-0.85285255,0.0216066,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","sd_emp",,14.367055,0.22722,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","se_mean",,14.050708,0.0210812,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","se_over_sd",,0.97798108,0.0155366,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","cov1_upper",,0.7885,0.00913148,0.770058,0.805836,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","cov2",,0.8675,0.00758102,0.851934,0.881656,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","halfwidth_md",,27.538881,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","margin1_md",,23.111357,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bias_md",,-0.30099035,0.321757,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bias_sd_units",,-0.020917482,0.0223607,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","sd_emp",,14.389416,0.227574,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","se_mean",,14.417891,0.01381,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","se_over_sd",,1.0019789,0.0158757,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","cov1_upper",,0.956,0.00458607,0.946103,0.964148,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","cov2",,0.9525,0.00475625,0.942279,0.960986,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","halfwidth_md",,28.259067,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","margin1_md",,23.715321,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bias_md",,-2.1972072,0.323045,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bias_sd_units",,-0.14530146,0.021363,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","sd_emp",,15.121715,0.239155,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","se_mean",,25.015572,0.0293246,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","se_over_sd",,1.6542815,0.0262348,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","cov1_upper",,0.9945,0.00165375,0.990178,0.996926,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","cov2",,0.999,0.000706753,0.996361,0.999726,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","halfwidth_md",,49.029621,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","margin1_md",,41.146955,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bias_md",,-0.67366843,0.329928,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bias_sd_units",,-0.043308157,0.0212101,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","sd_emp",,15.555232,0.246011,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","se_mean",,13.657463,0.0148967,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","se_over_sd",,0.87799804,0.0139188,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","cov1_upper",,0.9345,0.00553217,0.922803,0.944531,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","cov2",,0.927,0.00581683,0.914762,0.937601,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","halfwidth_md",,26.65325,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","margin1_md",,23.984183,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bias_md",,-0.70420814,0.329901,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bias_sd_units",,-0.045289459,0.0212168,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","sd_emp",,15.549052,0.245914,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","se_mean",,14.01918,0.0234213,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","se_over_sd",,0.90161,0.0143386,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","cov1_upper",,0.937,0.00543282,0.925491,0.946833,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","cov2",,0.9365,0.00545288,0.924953,0.946373,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","halfwidth_md",,27.351418,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","margin1_md",,24.522613,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",10,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",20,0.0065,0.00179691,0.0038026,0.0110895,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",30,0.0145,0.00267299,0.0101147,0.0207468,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",40,0.0535,0.00503179,0.0444662,0.0642457,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",60,0.398,0.0109452,0.376763,0.419628,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",80,0.8675,0.00758102,0.851934,0.881656,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","share_upper_le_tau",100,0.993,0.00186427,0.988284,0.995826,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_mean",,63.631341,0.336752,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_q05",,39.724338,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_q25",,53.322974,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_q50",,64.038953,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_q75",,74.035279,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","bound_q95",,88.004544,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",0,0.001,0.000706753,0.000274279,0.00363893,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",10,0.0065,0.00179691,0.0038026,0.0110895,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",20,0.0205,0.00316858,0.0151472,0.0276913,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",30,0.0805,0.00608357,0.0693649,0.0932435,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",40,0.253,0.00972088,0.234433,0.272514,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",60,0.7585,0.00957021,0.739259,0.77675,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",80,0.9845,0.00276222,0.978083,0.989059,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","share_upper_le_tau",100,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_mean",,49.669566,0.322695,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_q05",,26.773211,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_q25",,39.765189,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_q50",,49.948028,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_q75",,59.50682,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","oracle","bound_q95",,72.528538,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",10,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",20,0.008,0.00199198,0.0049303,0.0129561,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",30,0.018,0.00297288,0.01303,0.024818,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",40,0.0645,0.00549271,0.0545473,0.0761224,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",60,0.413,0.0110098,0.391608,0.434726,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",80,0.871,0.0074953,0.855595,0.884982,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","share_upper_le_tau",100,0.9925,0.00192922,0.987662,0.99545,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_mean",,63.092911,0.343888,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_q05",,38.361101,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_q25",,52.805046,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_q50",,63.46658,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_q75",,73.866561,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","bound_q95",,87.995593,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",10,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",20,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",30,5e-04,0.000499875,8.82677e-05,0.00282686,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",40,0.008,0.00199198,0.0049303,0.0129561,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",60,0.082,0.00613498,0.0707618,0.0948408,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",80,0.486,0.011176,0.464143,0.50791,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","share_upper_le_tau",100,0.9185,0.00611791,0.905691,0.929704,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_mean",,80.255683,0.325613,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_q05",,56.979006,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_q25",,70.496365,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_q50",,80.487336,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_q75",,90.137594,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","bound_q95",,104.08712,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",0,0,0,1.0842e-19,0.00191705,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",10,0.005,0.00157718,0.00271818,0.0091797,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",20,0.0155,0.00276222,0.010941,0.0219166,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",30,0.054,0.00505391,0.0449222,0.0647879,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",40,0.1865,0.0087097,0.170036,0.204166,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",60,0.7105,0.0101412,0.690235,0.729958,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",80,0.9805,0.0030919,0.973455,0.985703,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","share_upper_le_tau",100,0.9995,0.000499875,0.997173,0.999912,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bound_mean",,52.164313,0.311835,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bound_q05",,29.551621,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bound_q25",,42.964115,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bound_q50",,52.417454,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","bound_q75",,61.734441,,,,2000,"c9f1b948"
