"campaign","identifier","cell","block","estimator","metric","tau","value","mc_se","wilson_lo","wilson_hi","n","commit"
"mddina","dina","md120 n500","Hc","naive","bound_q95",,74.30325,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","joint_coverage",,0.95,0.0048734,0.939556,0.958719,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","share_both_bounds",,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","cov_H",,0.9825,0.00293204,0.97576,0.98739,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","cov_Hc",,0.9665,0.00402354,0.957677,0.973535,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","margin_H_md",,54.753815,0.10955,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf_s","margin_Hc_md",,28.895901,0.0546164,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","joint_coverage",,0.945,0.00509779,0.934129,0.954165,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","share_both_bounds",,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","cov_H",,0.9825,0.00293204,0.97576,0.98739,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","cov_Hc",,0.962,0.00427528,0.952696,0.969532,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","margin_H_md",,54.753815,0.10955,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","bonf","margin_Hc_md",,28.266787,0.0397421,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","joint_coverage",,0.9035,0.00660257,0.889775,0.915678,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","share_both_bounds",,1,0,0.998083,1,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","cov_H",,0.9645,0.00413762,0.955459,0.97176,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","cov_Hc",,0.937,0.00543282,0.925491,0.946833,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","margin_H_md",,45.697557,0.0950201,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","separate_s","margin_Hc_md",,24.522613,0.0471003,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","calibrated","gamma_mean_s",,0.0252115,9.71757e-06,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","calibrated","corr_s",,0.011109605,0.00173861,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","calibrated","gamma_mean",,0.025156,8.41828e-06,,,2000,"c9f1b948"
"mddina","dina","md120 n500","joint","calibrated","corr",,0.014780982,0.00174558,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","mean_proposed_n",,5939.9885,16.1112,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","mean_size_hhat",,146.587,0.877548,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","mean_true_positives",,113.4975,0.949112,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","sensitivity_mean",,0.65957344,0.00547511,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","ppv_mean",,0.7665766,0.00453082,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","mean_n_family",,5939.9885,16.1112,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","mean_admitted_n",,5599.111,17.8199,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","share_size_larger_than_fs",,0.3785,0.0108452,0.357496,0.39997,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","count_size_larger_than_fs",,757,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","share_size_equal_than_fs",,0.039,0.00432891,0.0313614,0.0484061,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","count_size_equal_than_fs",,78,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","share_size_smaller_than_fs",,0.5825,0.0110271,0.560749,0.603934,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","count_size_smaller_than_fs",,1165,,,,2000,"c9f1b948"
"mdsgnb20","fs","md120 n500","H","all","declaration_rate",,1,0,0.998083,1,2000,"b12f5983"
"mdsgnb20","fs","md120 n500","H","all","mean_n_sel",,152.7385,0.88331,,,2000,"b12f5983"
"mdsgnb20","fs","md120 n500","H","all","sensitivity_mean",,0.71159446,0.00527935,,,2000,"b12f5983"
"mdsgnb20","fs","md120 n500","H","all","ppv_mean",,0.79797329,0.00416516,,,2000,"b12f5983"
"mdgrf","grf","md120 n500","H","all","declaration_rate",,1,0,0.998083,1,2000,"f84261e3"
"mdgrf","grf","md120 n500","H","all","mean_size_hhat",,143.6125,0.974546,,,2000,"f84261e3"
"mdgrf","grf","md120 n500","H","all","sensitivity_mean",,0.59887458,0.00532316,,,2000,"f84261e3"
"mdgrf","grf","md120 n500","H","all","ppv_mean",,0.71486906,0.00455299,,,2000,"f84261e3"
"mdgrf","grf","md120 n500","H","all","mean_n_family",,1222.3815,1.04192,,,2000,"f84261e3"
"mdgrf","grf","md120 n500","H","all","mean_admitted_n",,1059.7685,2.9143,,,2000,"f84261e3"
"mdsgnb20","fs","md120 n500","H","fld","cov1_lower",,0.967,0.00399443,0.958232,0.973977,2000,"b12f5983"
"mdgrf","grf","md120 n500","H","fld","cov1_lower",,0.956,0.00458607,0.946103,0.964148,2000,"f84261e3"
"mdsgnb20","fs","md120 n500","Hc","fld_s","cov1_upper",,0.9405,0.0052896,0.929264,0.950047,2000,"b12f5983"
"mdgrf","grf","md120 n500","Hc","fld_s","cov1_upper",,0.9315,0.00564835,0.919582,0.941764,2000,"f84261e3"
"mdsgnb20","fs","md120 n500","joint","bonf_s","joint_coverage",,0.949,0.0049193,0.938468,0.95781,2000,"b12f5983"
"mdgrf","grf","md120 n500","joint","bonf_s","joint_coverage",,0.9425,0.00520547,0.931424,0.95188,2000,"f84261e3"
"mddina","dina","md120 n500","H","all","p_hat_mean",,0.0826748,0.00148562,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","all","p_hat_share_lt_05",,0.999,0.000706753,0.996361,0.999726,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","sd_btc_over_naive_se",,1.0762244,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","lamsd_over_naive_se",,0.97201248,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","lamsd_over_naive_se",,0.99775619,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","all","all","secs_fit_mr_mean",,304.93895,1.3642,,,2000,"c9f1b948"
"mddina","dina","md120 n500","all","all","secs_field_mean",,149.20121,0.603815,,,2000,"c9f1b948"
"mddina","dina","md120 n500","all","all","secs_complement_mean",,17.649778,0.110877,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_b",,-0.045289459,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_r",,0.90161,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_cov1",,0.937,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_cov1_ref",,0.92474424,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_cov2",,0.9365,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld_s","display_cov2_ref",,0.92248894,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","display_b",,1.7271862,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","display_r",,1.2246402,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","display_cov1_ref",,0.61300801,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","naive","display_cov2_ref",,0.74952851,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","display_b",,-0.12186685,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","display_r",,1.4193783,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","display_cov1_ref",,0.99298582,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","mr","display_cov2_ref",,0.99425037,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","display_b",,-0.23763431,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","display_r",,1.0096796,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","display_cov1_ref",,0.97117891,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","H","fld","display_cov2_ref",,0.94585836,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","display_b",,-0.85285255,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","display_r",,0.97798108,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","display_cov1_ref",,0.7751104,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","naive","display_cov2_ref",,0.85351975,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","display_b",,-0.14530146,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","display_r",,1.6542815,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","display_cov1_ref",,0.99499884,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","mr","display_cov2_ref",,0.99867016,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","display_b",,-0.043308157,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","display_r",,0.87799804,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","display_cov1_ref",,0.91937354,,,,2000,"c9f1b948"
"mddina","dina","md120 n500","Hc","fld","display_cov2_ref",,0.91442804,,,,2000,"c9f1b948"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","all","declaration_rate",,0.9935,0.00179691,0.98891,0.996197,2000,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bias_md",,62.972698,0.392244,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bias_sd_units",,3.6016128,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","sd_emp",,17.484583,0.277428,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","se_mean",,26.101627,0.0907652,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","se_over_sd",,1.4928367,0.024249,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","cov1_lower",,0.11474585,0.00714996,0.101469,0.129509,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","cov2",,0.23301459,0.00948388,0.214952,0.252107,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","halfwidth_md",,51.158248,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","margin1_md",,42.933355,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","bias_md",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","bias_sd_units",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","sd_emp",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","se_mean",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","se_over_sd",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","cov1_lower",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","cov2",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","halfwidth_md",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","oracle","margin1_md",,,,,,0,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bias_md",,21.826697,0.404889,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bias_sd_units",,1.2093537,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","sd_emp",,18.048232,0.286372,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","se_mean",,35.42137,0.114965,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","se_over_sd",,1.962595,0.0317853,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","cov1_lower",,0.97684952,0.00337361,0.96926,0.982599,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","cov2",,0.99194766,0.00200496,0.986959,0.995037,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","halfwidth_md",,69.42461,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","margin1_md",,58.262969,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bias_md",,13.799913,0.434636,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bias_sd_units",,0.71228096,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","sd_emp",,19.374255,0.307412,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","se_mean",,25.012097,0.0448992,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","se_over_sd",,1.2909966,0.0206149,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","cov1_lower",,0.93105184,0.00568394,0.919059,0.941381,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","cov2",,0.96728737,0.00399059,0.95852,0.974251,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","halfwidth_md",,48.962548,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","margin1_md",,50.475444,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",0,0.43130347,0.0111105,0.409681,0.453192,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",10,0.24257675,0.00961601,0.224238,0.261909,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",20,0.11977856,0.00728428,0.10623,0.134794,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",30,0.049823855,0.00488115,0.0410955,0.0602895,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",40,0.016607952,0.00286697,0.01185,0.0232314,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",60,0.0025163563,0.00112393,0.0010753,0.00587727,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",80,0.00050327126,0.000503145,8.88453e-05,0.00284532,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","share_lower_ge_tau",100,0,0,0,0.00192957,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_mean",,-2.3935117,0.427838,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q05",,-32.069089,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q25",,-15.364484,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q50",,-3.1596698,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q75",,9.6813803,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","fld","bound_q95",,29.784366,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",0,0.27780574,0.0100484,0.258554,0.297915,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",10,0.13286361,0.00761461,0.118645,0.148499,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",20,0.049823855,0.00488115,0.0410955,0.0602895,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",30,0.018117765,0.00299215,0.0131154,0.0249798,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",40,0.0045294414,0.00150639,0.00238479,0.00858618,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",60,0.00050327126,0.000503145,8.88453e-05,0.00284532,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",80,0,0,0,0.00192957,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","share_lower_ge_tau",100,0,0,0,0.00192957,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_mean",,-10.181037,0.408841,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q05",,-38.596917,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q25",,-22.814287,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q50",,-10.318575,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q75",,1.5040027,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","mr","bound_q95",,19.832115,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",0,0.9929542,0.00187642,0.988208,0.995798,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",10,0.97886261,0.00322692,0.971553,0.984324,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",20,0.94313035,0.0051955,0.932066,0.952484,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",30,0.83643684,0.00829775,0.819527,0.852048,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",40,0.65626573,0.010655,0.635099,0.67683,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",60,0.20030196,0.00897856,0.18329,0.21847,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",80,0.020634122,0.00318909,0.0152465,0.0278717,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","share_lower_ge_tau",100,0.0020130851,0.00100553,0.000783119,0.00516485,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_mean",,46.294578,0.382079,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q05",,18.653139,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q25",,35.495045,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q50",,46.319956,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q75",,57.36879,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","H","naive","bound_q95",,73.542012,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","bias_md",,-16.580106,0.261993,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","bias_sd_units",,-1.4197069,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","sd_emp",,11.678541,0.185304,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","se_mean",,13.100909,0.0162855,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","se_over_sd",,1.1217933,0.0178541,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","cov1_upper",,0.67136387,0.0105375,0.650397,0.691669,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","cov2",,0.7881228,0.00916727,0.769608,0.805526,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","halfwidth_md",,25.67731,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","naive","margin1_md",,21.549078,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bias_md",,-0.26189318,0.254284,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","bias_sd_units",,-0.023105053,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","sd_emp",,11.334888,0.179851,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","se_mean",,11.65424,0.00817241,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","se_over_sd",,1.0281742,0.01633,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","cov1_upper",,0.95470559,0.00466507,0.944652,0.963005,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","cov2",,0.95772521,0.00451401,0.947959,0.965725,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","halfwidth_md",,22.84231,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","oracle","margin1_md",,19.169518,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","bias_md",,-6.824172,0.289716,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","bias_sd_units",,-0.52841962,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","sd_emp",,12.914305,0.204912,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","se_mean",,23.930112,0.0243426,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","se_over_sd",,1.8529927,0.0294618,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","cov1_upper",,0.99245093,0.00194179,0.987582,0.99542,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","cov2",,0.99949673,0.000503145,0.997155,0.999911,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","halfwidth_md",,46.902158,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","mr","margin1_md",,39.361532,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","bias_md",,-4.8086956,0.297618,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","bias_sd_units",,-0.36246739,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","sd_emp",,13.266561,0.210501,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","se_mean",,12.857753,0.0122456,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","se_over_sd",,0.96918511,0.0154058,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","cov1_upper",,0.88978359,0.00702532,0.875255,0.902808,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","cov2",,0.93054857,0.0057031,0.91852,0.940916,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","halfwidth_md",,25.11095,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld","margin1_md",,23.181822,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bias_md",,-4.8167502,0.297103,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bias_sd_units",,-0.36370378,0.0224337,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","sd_emp",,13.243608,0.210137,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","se_mean",,12.873061,0.0172511,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","se_over_sd",,0.97202068,0.015478,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","cov1_upper",,0.89330649,0.00692581,0.878965,0.90613,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","cov2",,0.93306492,0.0056064,0.92122,0.943239,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","halfwidth_md",,25.130944,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","margin1_md",,23.164836,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",0,0.00050327126,0.000503145,8.88453e-05,0.00284532,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",10,0.009562154,0.0021832,0.00613014,0.0148868,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",20,0.045294414,0.00466507,0.0369952,0.0553484,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",30,0.17010569,0.00842892,0.154226,0.187259,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",40,0.42274786,0.0110822,0.401197,0.444597,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",60,0.90337192,0.00662805,0.889592,0.915595,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",80,0.99899346,0.000711375,0.996337,0.999724,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","share_upper_le_tau",100,1,0,0.99807,1,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_mean",,42.595899,0.295783,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q05",,21.239983,,,,1987,"9051b702"
"mddina","dina","null n500 (no subgroup; homogeneous +26)","Hc","fld_s","bound_q25",,34.089758,,,,1987,"9051b702"
