"sim","seed","cell","pstar","errored","error_msg","declared","max_pcons","n_rows_out_sg","n_candidates_total","n_passed","sg.def","n","n_treated","events","event_rate","settings_ok","settings_bad","effect_measure","warnings","seconds"
104,8317055,1,0.5,FALSE,NA,1,0.95,129,419,129,"{grade3} & !{pgr <= 2}",686,246,315,0.459183673469388,TRUE,"","NULL","",7.556
105,8317056,1,0.5,FALSE,NA,1,0.93,94,235,94,"!{nodes <= 1} & {er <= 3}",686,246,300,0.43731778425656,TRUE,"","NULL","",8.152
106,8317057,1,0.5,FALSE,NA,1,0.95,21,66,21,"{er <= 44} & !{er <= 9}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.002
107,8317058,1,0.5,FALSE,NA,1,0.98,22,49,22,"!{size <= 35} & {nodes <= 5}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.101
108,8317059,1,0.5,FALSE,NA,1,0.77,6,38,6,"{nodes <= 3} & !{er <= 70}",686,246,289,0.421282798833819,TRUE,"","NULL","",4.142
109,8317060,1,0.5,FALSE,NA,1,0.98,62,228,62,"!{er <= 44} & {er <= 100}",686,246,288,0.419825072886297,TRUE,"","NULL","",8.565
110,8317061,1,0.5,FALSE,NA,1,0.95,45,118,45,"{age <= 46} & !{nodes <= 3}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.858
111,8317062,1,0.5,FALSE,NA,1,0.84,19,68,19,"{pgr <= 8} & !{size <= 20}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.425
112,8317063,1,0.5,FALSE,NA,1,0.93,40,132,40,"{er <= 17} & !{pgr <= 16}",686,246,318,0.463556851311953,TRUE,"","NULL","",4.65
113,8317064,1,0.5,FALSE,NA,1,0.98,25,127,25,"!{pgr <= 45} & !{size <= 35}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.42
114,8317065,1,0.5,FALSE,NA,1,0.98,115,417,115,"{size <= 29} & !{er <= 100}",686,246,272,0.396501457725948,TRUE,"","NULL","",9.406
115,8317066,1,0.5,FALSE,NA,0,NA,0,8,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",4.482
116,8317067,1,0.5,FALSE,NA,1,0.58,1,39,1,"!{pgr <= 0} & {er <= 3}",686,246,304,0.443148688046647,TRUE,"","NULL","",3.606
117,8317068,1,0.5,FALSE,NA,1,0.84,14,55,14,"!{age <= 61} & {size <= 29}",686,246,303,0.441690962099125,TRUE,"","NULL","",3.413
118,8317069,1,0.5,FALSE,NA,1,0.92,27,81,27,"{grade3} & !{size <= 20}",686,246,311,0.4533527696793,TRUE,"","NULL","",6.613
119,8317070,1,0.5,FALSE,NA,0,NA,0,24,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",5.043
120,8317071,1,0.5,FALSE,NA,1,0.88,11,57,11,"!{nodes <= 1} & !{er <= 100}",686,246,282,0.411078717201166,TRUE,"","NULL","",5.152
121,8317072,1,0.5,FALSE,NA,0,NA,0,14,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",4.696
122,8317073,1,0.5,FALSE,NA,1,0.81,8,77,8,"{age <= 46} & {pgr <= 114}",686,246,315,0.459183673469388,TRUE,"","NULL","",6.602
123,8317074,1,0.5,FALSE,NA,1,0.96,114,261,114,"!{pgr <= 45} & {size <= 20}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.637
124,8317075,1,0.5,FALSE,NA,1,0.94,43,128,43,"!{er <= 174} & {meno}",686,246,290,0.422740524781341,TRUE,"","NULL","",5.794
125,8317076,1,0.5,FALSE,NA,1,0.91,8,44,8,"{age <= 46} & {pgr <= 77}",686,246,283,0.412536443148688,TRUE,"","NULL","",3.911
126,8317077,1,0.5,FALSE,NA,1,0.96,39,106,39,"!{nodes <= 7} & {er <= 100}",686,246,309,0.450437317784257,TRUE,"","NULL","",7.051
127,8317078,1,0.5,FALSE,NA,0,NA,0,16,0,"",686,246,300,0.43731778425656,TRUE,"","NULL","",4.466
128,8317079,1,0.5,FALSE,NA,1,0.92,17,84,17,"!{pgr <= 26} & !{nodes <= 5}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.269
129,8317080,1,0.5,FALSE,NA,1,0.77,6,83,6,"{nodes <= 1} & !{pgr <= 8}",686,246,293,0.427113702623907,TRUE,"","NULL","Loglik converged before variable  1 ; coefficient may be infinite. ",5.159
130,8317081,1,0.5,FALSE,NA,1,1,161,300,161,"!{pgr <= 114} & {age <= 61}",686,246,295,0.43002915451895,TRUE,"","NULL","",8.928
131,8317082,1,0.5,FALSE,NA,1,0.94,22,98,22,"{pgr <= 26} & !{pgr <= 8}",686,246,268,0.39067055393586,TRUE,"","NULL","",5.485
132,8317083,1,0.5,FALSE,NA,1,0.57,4,38,4,"{age <= 46} & {pgr <= 45}",686,246,276,0.402332361516035,TRUE,"","NULL","",5.017
133,8317084,1,0.5,FALSE,NA,1,0.91,10,50,10,"!{pgr <= 184}",686,246,283,0.412536443148688,TRUE,"","NULL","",3.982
134,8317085,1,0.5,FALSE,NA,1,0.77,10,90,10,"{age <= 53} & !{nodes <= 3}",686,246,292,0.425655976676385,TRUE,"","NULL","",6.428
135,8317086,1,0.5,FALSE,NA,1,0.62,1,16,1,"{nodes <= 5} & {er <= 3}",686,246,315,0.459183673469388,TRUE,"","NULL","",4.978
136,8317087,1,0.5,FALSE,NA,1,0.82,7,67,7,"!{pgr <= 114} & {er <= 174}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.152
137,8317088,1,0.5,FALSE,NA,1,0.7,1,6,1,"{nodes <= 1} & {er <= 17}",686,246,280,0.408163265306122,TRUE,"","NULL","",4.38
138,8317089,1,0.5,FALSE,NA,1,0.91,5,32,5,"!{er <= 30} & !{size <= 35}",686,246,283,0.412536443148688,TRUE,"","NULL","",5.548
139,8317090,1,0.5,FALSE,NA,1,0.86,8,37,8,"!{age <= 61} & !{pgr <= 8}",686,246,289,0.421282798833819,TRUE,"","NULL","",4.795
140,8317091,1,0.5,FALSE,NA,1,0.91,39,172,39,"!{pgr <= 184} & !{er <= 17}",686,246,291,0.424198250728863,TRUE,"","NULL","",6.522
141,8317092,1,0.5,FALSE,NA,1,0.79,11,73,11,"{er <= 70} & !{pgr <= 77}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.293
142,8317093,1,0.5,FALSE,NA,1,0.98,22,93,22,"{age <= 61} & {pgr <= 0}",686,246,316,0.46064139941691,TRUE,"","NULL","",3.84
143,8317094,1,0.5,FALSE,NA,1,0.88,12,46,12,"!{pgr <= 184} & !{age <= 46}",686,246,303,0.441690962099125,TRUE,"","NULL","",5.98
144,8317095,1,0.5,FALSE,NA,1,0.87,13,36,13,"!{nodes <= 7} & !{size <= 20}",686,246,302,0.440233236151603,TRUE,"","NULL","",4.85
145,8317096,1,0.5,FALSE,NA,1,0.66,1,6,1,"{age <= 46} & {size <= 25}",686,246,321,0.467930029154519,TRUE,"","NULL","",4.79
146,8317097,1,0.5,FALSE,NA,1,0.75,10,55,10,"!{pgr <= 184}",686,246,288,0.419825072886297,TRUE,"","NULL","",4.76
147,8317098,1,0.5,FALSE,NA,1,0.96,27,105,27,"!{er <= 294}",686,246,294,0.428571428571429,TRUE,"","NULL","",7.374
148,8317099,1,0.5,FALSE,NA,1,0.96,18,58,18,"{nodes <= 5} & {pgr <= 2}",686,246,309,0.450437317784257,TRUE,"","NULL","",5.243
149,8317100,1,0.5,FALSE,NA,1,0.82,39,162,39,"!{grade3} & !{er <= 174}",686,246,318,0.463556851311953,TRUE,"","NULL","",6.87
150,8317101,1,0.5,FALSE,NA,1,0.93,11,59,11,"{age <= 46} & {pgr <= 45}",686,246,304,0.443148688046647,TRUE,"","NULL","",4.305
151,8317102,1,0.5,FALSE,NA,1,0.96,77,208,77,"!{pgr <= 77} & !{er <= 44}",686,246,276,0.402332361516035,TRUE,"","NULL","",8.222
152,8317103,1,0.5,FALSE,NA,1,0.87,29,125,29,"!{pgr <= 114} & {er <= 294}",686,246,292,0.425655976676385,TRUE,"","NULL","",5.799
153,8317104,1,0.5,FALSE,NA,1,0.79,17,84,17,"!{pgr <= 77} & {pgr <= 184}",686,246,306,0.446064139941691,TRUE,"","NULL","",5.429
154,8317105,1,0.5,FALSE,NA,1,0.83,12,52,12,"{nodes <= 3} & {pgr <= 8}",686,246,291,0.424198250728863,TRUE,"","NULL","",4.097
155,8317106,1,0.5,FALSE,NA,1,0.96,28,128,28,"!{nodes <= 3} & {nodes <= 5}",686,246,299,0.435860058309038,TRUE,"","NULL","",7.691
156,8317107,1,0.5,FALSE,NA,1,0.81,3,21,3,"{nodes <= 1} & {size <= 29}",686,246,292,0.425655976676385,TRUE,"","NULL","",4.548
157,8317108,1,0.5,FALSE,NA,1,0.91,64,233,64,"!{pgr <= 114} & !{age <= 46}",686,246,301,0.438775510204082,TRUE,"","NULL","",7.611
158,8317109,1,0.5,FALSE,NA,0,NA,0,13,0,"",686,246,309,0.450437317784257,TRUE,"","NULL","",3.725
159,8317110,1,0.5,FALSE,NA,1,0.61,2,44,2,"!{age <= 61} & !{pgr <= 77}",686,246,304,0.443148688046647,TRUE,"","NULL","",6.206
160,8317111,1,0.5,FALSE,NA,1,0.98,27,139,27,"!{age <= 53} & !{size <= 35}",686,246,310,0.451895043731778,TRUE,"","NULL","",6.522
161,8317112,1,0.5,FALSE,NA,1,0.65,1,3,1,"!{pgr <= 114} & {pgr <= 184}",686,246,295,0.43002915451895,TRUE,"","NULL","",4.665
162,8317113,1,0.5,FALSE,NA,1,0.93,25,99,25,"{size <= 25} & {grade3}",686,246,284,0.41399416909621,TRUE,"","NULL","",5.117
163,8317114,1,0.5,FALSE,NA,1,0.63,3,57,3,"!{size <= 25} & !{er <= 100}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.053
164,8317115,1,0.5,FALSE,NA,1,0.72,3,29,3,"!{er <= 70} & {size <= 25}",686,246,285,0.415451895043732,TRUE,"","NULL","",4.9
165,8317116,1,0.5,FALSE,NA,1,0.99,21,75,21,"!{pgr <= 26} & !{nodes <= 5}",686,246,309,0.450437317784257,TRUE,"","NULL","",5.596
166,8317117,1,0.5,FALSE,NA,1,0.99,124,373,124,"{er <= 9} & {size <= 29}",686,246,299,0.435860058309038,TRUE,"","NULL","",8.056
167,8317118,1,0.5,FALSE,NA,1,0.79,8,48,8,"{size <= 20} & {age <= 53}",686,246,279,0.406705539358601,TRUE,"","NULL","",6.264
168,8317119,1,0.5,FALSE,NA,0,NA,0,4,0,"",686,246,272,0.396501457725948,TRUE,"","NULL","",4.238
169,8317120,1,0.5,FALSE,NA,1,0.94,22,129,22,"!{pgr <= 184} & !{age <= 46}",686,246,314,0.457725947521866,TRUE,"","NULL","",6.258
170,8317121,1,0.5,FALSE,NA,1,0.93,25,86,25,"{age <= 53} & !{pgr <= 77}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.551
171,8317122,1,0.5,FALSE,NA,1,0.71,4,60,4,"{er <= 294} & !{er <= 100}",686,246,315,0.459183673469388,TRUE,"","NULL","",3.733
172,8317123,1,0.5,FALSE,NA,1,0.94,15,65,15,"{nodes <= 5} & !{size <= 35}",686,246,307,0.447521865889213,TRUE,"","NULL","",6.273
173,8317124,1,0.5,FALSE,NA,1,0.87,60,255,60,"{size <= 29} & {meno}",686,246,289,0.421282798833819,TRUE,"","NULL","",7.477
174,8317125,1,0.5,FALSE,NA,1,0.82,8,46,8,"{er <= 30} & !{pgr <= 26}",686,246,293,0.427113702623907,TRUE,"","NULL","",4.844
175,8317126,1,0.5,FALSE,NA,0,NA,0,16,0,"",686,246,305,0.444606413994169,TRUE,"","NULL","",4.221
176,8317127,1,0.5,FALSE,NA,1,0.54,1,16,1,"!{er <= 44} & {pgr <= 26}",686,246,309,0.450437317784257,TRUE,"","NULL","",5.256
177,8317128,1,0.5,FALSE,NA,1,0.97,41,117,41,"{grade3} & !{age <= 53}",686,246,293,0.427113702623907,TRUE,"","NULL","",6.01
178,8317129,1,0.5,FALSE,NA,1,0.91,6,47,6,"!{age <= 53} & {nodes <= 1}",686,246,308,0.448979591836735,TRUE,"","NULL","",5.28
179,8317130,1,0.5,FALSE,NA,1,0.66,1,17,1,"!{er <= 70} & !{nodes <= 5}",686,246,316,0.46064139941691,TRUE,"","NULL","",4.725
180,8317131,1,0.5,FALSE,NA,1,0.66,3,37,3,"{er <= 70} & !{er <= 9}",686,246,286,0.416909620991254,TRUE,"","NULL","",5.901
181,8317132,1,0.5,FALSE,NA,1,0.55,1,13,1,"!{pgr <= 184} & {nodes <= 7}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.229
182,8317133,1,0.5,FALSE,NA,1,0.85,5,28,5,"{nodes <= 1} & {er <= 44}",686,246,272,0.396501457725948,TRUE,"","NULL","",4.819
183,8317134,1,0.5,FALSE,NA,1,0.98,75,230,75,"!{size <= 35} & {er <= 294}",686,246,315,0.459183673469388,TRUE,"","NULL","",6.96
184,8317135,1,0.5,FALSE,NA,1,0.76,14,69,14,"{size <= 29} & {er <= 70}",686,246,309,0.450437317784257,TRUE,"","NULL","",6.364
185,8317136,1,0.5,FALSE,NA,1,0.98,17,122,17,"{nodes <= 1} & {size <= 25}",686,246,319,0.465014577259475,TRUE,"","NULL","",6.237
186,8317137,1,0.5,FALSE,NA,1,0.97,32,129,32,"{pgr <= 16} & !{er <= 9}",686,246,315,0.459183673469388,TRUE,"","NULL","",6.027
187,8317138,1,0.5,FALSE,NA,1,0.54,2,11,2,"!{pgr <= 114} & {er <= 100}",686,246,310,0.451895043731778,TRUE,"","NULL","",4.036
188,8317139,1,0.5,FALSE,NA,1,0.94,75,299,75,"!{meno} & !{pgr <= 26}",686,246,286,0.416909620991254,TRUE,"","NULL","",9.297
189,8317140,1,0.5,FALSE,NA,1,0.98,16,54,16,"{grade3} & !{pgr <= 8}",686,246,296,0.431486880466472,TRUE,"","NULL","",4.947
190,8317141,1,0.5,FALSE,NA,1,0.8,16,85,16,"{nodes <= 1} & !{er <= 44}",686,246,319,0.465014577259475,TRUE,"","NULL","",5.58
191,8317142,1,0.5,FALSE,NA,1,0.9,27,134,27,"!{pgr <= 77} & {nodes <= 3}",686,246,312,0.454810495626822,TRUE,"","NULL","",4.793
192,8317143,1,0.5,FALSE,NA,1,0.99,10,35,10,"!{er <= 44} & {er <= 70}",686,246,291,0.424198250728863,TRUE,"","NULL","",5.994
193,8317144,1,0.5,FALSE,NA,1,0.66,3,27,3,"!{size <= 29} & !{pgr <= 77}",686,246,304,0.443148688046647,TRUE,"","NULL","",4.763
194,8317145,1,0.5,FALSE,NA,1,0.73,18,123,18,"{er <= 44} & {meno}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.814
195,8317146,1,0.5,FALSE,NA,1,0.87,4,15,4,"{er <= 0} & {nodes <= 7}",686,246,297,0.432944606413994,TRUE,"","NULL","",4.562
196,8317147,1,0.5,FALSE,NA,1,0.58,2,33,2,"{size <= 29} & !{er <= 174}",686,246,289,0.421282798833819,TRUE,"","NULL","",3.373
197,8317148,1,0.5,FALSE,NA,1,0.66,5,31,5,"!{er <= 3} & {pgr <= 8}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.77
198,8317149,1,0.5,FALSE,NA,1,0.95,46,170,46,"{er <= 9} & !{nodes <= 1}",686,246,284,0.41399416909621,TRUE,"","NULL","",7.068
199,8317150,1,0.5,FALSE,NA,1,0.87,39,149,39,"{nodes <= 1} & {size <= 29}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.191
200,8317151,1,0.5,FALSE,NA,1,0.86,30,104,30,"{size <= 20} & {meno}",686,246,306,0.446064139941691,TRUE,"","NULL","",4.884
