"sim","seed","errored","error_msg","any.H","size.H","sg.def","p.cens","n_candidates_total","n_passed","hr.itt","warnings","seconds"
33,8316984,FALSE,NA,0,0,"",0.553935860058309,13,0,0.602104476495509,"",3.57999999999998
34,8316985,FALSE,NA,1,125,"!{er <= 73} & {er <= 175}",0.597667638483965,151,4,0.70591846346786,"",5.04300000000001
35,8316986,FALSE,NA,0,0,"",0.597667638483965,43,0,0.6813683500498,"",3.91
36,8316987,FALSE,NA,0,0,"",0.548104956268222,63,0,0.756534634489574,"",3.875
37,8316988,FALSE,NA,1,81,"{nodes <= 5} & {pgr <= 3}",0.571428571428571,147,6,0.721746561198103,"",4.73099999999999
38,8316989,FALSE,NA,0,0,"",0.569970845481049,1,0,0.550607014369483,"",3.33799999999999
39,8316990,FALSE,NA,0,0,"",0.578717201166181,6,0,0.550965825531788,"",3.667
40,8316991,FALSE,NA,0,0,"",0.572886297376093,97,0,0.800134409508932,"",4.392
41,8316992,FALSE,NA,0,0,"",0.571428571428571,23,0,0.672798452962823,"",3.73500000000001
42,8316993,FALSE,NA,0,0,"",0.564139941690962,15,0,0.663867151130692,"",3.459
43,8316994,FALSE,NA,1,65,"!{nodes <= 7} & {er <= 10}",0.558309037900875,51,1,0.642803504738481,"",3.815
44,8316995,FALSE,NA,1,157,"!{nodes <= 3} & {age <= 53}",0.593294460641399,461,24,0.877520674320561,"",7.70700000000002
45,8316996,FALSE,NA,0,0,"",0.593294460641399,31,0,0.668235976648729,"",3.72900000000001
46,8316997,FALSE,NA,1,69,"!{age <= 62} & {er <= 71}",0.561224489795918,70,1,0.728687925659042,"",4.22399999999999
47,8316998,FALSE,NA,0,0,"",0.590379008746356,23,0,0.665643390065038,"",3.57399999999998
48,8316999,FALSE,NA,1,155,"!{pgr <= 2} & {er <= 15}",0.567055393586006,158,1,0.789698220571994,"",5.036
49,8317000,FALSE,NA,1,67,"!{er <= 10} & {grade3}",0.571428571428571,143,1,0.747178394803467,"",5.108
50,8317001,FALSE,NA,0,0,"",0.580174927113703,150,0,0.785601183334758,"",5.077
51,8317002,FALSE,NA,0,0,"",0.580174927113703,134,0,0.764037722528839,"",4.51500000000001
52,8317003,FALSE,NA,1,96,"{grade3} & {nodes <= 5}",0.58600583090379,112,2,0.659318976108726,"",4.25700000000001
53,8317004,FALSE,NA,1,80,"{grade3} & !{pgr <= 8}",0.584548104956268,235,2,0.791541024971956,"",5.62100000000001
54,8317005,FALSE,NA,1,141,"{pgr <= 8} & {er <= 52}",0.567055393586006,146,3,0.722798919754785,"",4.81
55,8317006,FALSE,NA,0,0,"",0.564139941690962,11,0,0.589370261291529,"",3.49100000000001
56,8317007,FALSE,NA,0,0,"",0.602040816326531,45,0,0.624317955964617,"",3.66300000000001
57,8317008,FALSE,NA,0,0,"",0.556851311953353,12,0,0.599872326827392,"",3.887
58,8317009,FALSE,NA,1,144,"!{er <= 17} & !{meno}",0.574344023323615,234,2,0.880324078503689,"",5.327
59,8317010,FALSE,NA,1,95,"!{nodes <= 5} & !{pgr <= 25}",0.594752186588921,227,4,0.813230827391151,"",5.63499999999999
60,8317011,FALSE,NA,0,0,"",0.596209912536443,77,0,0.777810618471963,"",4.50400000000002
61,8317012,FALSE,NA,1,70,"{er <= 0} & !{size <= 20}",0.565597667638484,61,2,0.664155031773833,"",3.56799999999998
62,8317013,FALSE,NA,0,0,"",0.588921282798834,49,0,0.689172950769125,"",3.70799999999997
63,8317014,FALSE,NA,0,0,"",0.559766763848397,13,0,0.581679154224926,"",3.53300000000002
64,8317015,FALSE,NA,1,74,"!{pgr <= 0} & {pgr <= 7}",0.572886297376093,61,1,0.645800192666494,"",4.34899999999999
65,8317016,FALSE,NA,1,84,"!{er <= 8} & {grade3}",0.590379008746356,241,3,0.865522997098222,"",5.48500000000001
66,8317017,FALSE,NA,0,0,"",0.600583090379009,16,0,0.620902690708353,"",3.22899999999998
67,8317018,FALSE,NA,0,0,"",0.56268221574344,430,0,0.923441751797541,"",7.38200000000001
68,8317019,FALSE,NA,1,101,"{age <= 47} & {pgr <= 26}",0.581632653061224,73,2,0.670038972877204,"",4.387
69,8317020,FALSE,NA,0,0,"",0.604956268221574,25,0,0.63159533858631,"",3.37599999999998
70,8317021,FALSE,NA,1,126,"{age <= 46} & !{pgr <= 19}",0.591836734693878,220,4,0.84309939898813,"",5.20100000000002
71,8317022,FALSE,NA,0,0,"",0.587463556851312,148,0,0.734490312473164,"",4.41300000000001
72,8317023,FALSE,NA,0,0,"",0.602040816326531,48,0,0.700986570940744,"",4.322
73,8317024,FALSE,NA,0,0,"",0.577259475218659,11,0,0.576326844627974,"",3.445
74,8317025,FALSE,NA,1,123,"{er <= 8} & {age <= 53}",0.587463556851312,404,12,0.890440078723666,"",7.234
75,8317026,FALSE,NA,1,73,"{age <= 47} & {pgr <= 14}",0.575801749271137,211,18,0.79423017407479,"",5.007
76,8317027,FALSE,NA,0,0,"",0.618075801749271,223,0,0.829970106244495,"",5.552
77,8317028,FALSE,NA,0,0,"",0.542274052478134,14,0,0.676065435306401,"",3.684
78,8317029,FALSE,NA,0,0,"",0.561224489795918,42,0,0.642489316811502,"",3.698
79,8317030,FALSE,NA,1,73,"!{age <= 53} & {er <= 8}",0.58600583090379,91,7,0.748386456493342,"",4.145
80,8317031,FALSE,NA,1,104,"!{pgr <= 110} & {nodes <= 3}",0.565597667638484,364,6,0.908659887014952,"",6.577
81,8317032,FALSE,NA,1,80,"{pgr <= 27} & {age <= 46}",0.599125364431487,94,1,0.761907100799673,"",4.435
82,8317033,FALSE,NA,0,0,"",0.606413994169096,26,0,0.653427235821052,"",3.654
83,8317034,FALSE,NA,0,0,"",0.594752186588921,45,0,0.635902562040061,"",3.611
84,8317035,FALSE,NA,0,0,"",0.530612244897959,181,0,0.719384828113881,"",5.381
85,8317036,FALSE,NA,0,0,"",0.58600583090379,85,0,0.681331483004862,"",4.19
86,8317037,FALSE,NA,0,0,"",0.583090379008746,22,0,0.57323681141589,"",3.608
87,8317038,FALSE,NA,1,65,"{size <= 21} & !{age <= 61}",0.549562682215743,79,1,0.810146853671237,"",4.21899999999999
88,8317039,FALSE,NA,1,82,"!{grade3} & {pgr <= 5}",0.568513119533528,87,1,0.673427788176903,"",4.20399999999999
89,8317040,FALSE,NA,1,138,"!{size <= 29} & {meno}",0.553935860058309,338,10,0.861377939128418,"",6.559
90,8317041,FALSE,NA,1,63,"!{er <= 46} & {age <= 46}",0.548104956268222,57,1,0.740464815288902,"",3.976
91,8317042,FALSE,NA,0,0,"",0.580174927113703,151,0,0.80040727202318,"",5.381
92,8317043,FALSE,NA,0,0,"",0.60932944606414,38,0,0.651061026375114,"",3.779
93,8317044,FALSE,NA,1,96,"{age <= 47} & !{size <= 25}",0.569970845481049,50,2,0.635439044865005,"",3.94500000000001
94,8317045,FALSE,NA,1,91,"!{er <= 59} & {age <= 52}",0.555393586005831,92,1,0.702898097045627,"",4.47500000000001
95,8317046,FALSE,NA,1,101,"!{nodes <= 7} & !{age <= 47}",0.545189504373178,264,3,0.798478858312134,"",5.97699999999999
96,8317047,FALSE,NA,0,0,"",0.552478134110787,7,0,0.60075338535806,"",3.45400000000001
97,8317048,FALSE,NA,0,0,"",0.569970845481049,43,0,0.750212852956518,"",3.85300000000001
98,8317049,FALSE,NA,1,66,"{pgr <= 8} & !{er <= 9}",0.564139941690962,167,1,0.711989352262989,"",5.108
99,8317050,FALSE,NA,0,0,"",0.553935860058309,2,0,0.599958663626524,"",3.81400000000001
100,8317051,FALSE,NA,0,0,"",0.574344023323615,132,0,0.770942248118708,"",4.238
101,8317052,FALSE,NA,0,0,"",0.578717201166181,43,0,0.675598701844206,"",4.10999999999999
102,8317053,FALSE,NA,0,0,"",0.556851311953353,39,0,0.663704289598793,"",3.58099999999999
103,8317054,FALSE,NA,0,0,"",0.558309037900875,29,0,0.671230689979832,"",3.88200000000001
104,8317055,FALSE,NA,0,0,"",0.596209912536443,36,0,0.571563803166757,"",3.86799999999999
105,8317056,FALSE,NA,0,0,"",0.594752186588921,17,0,0.648297599855642,"",3.51900000000001
106,8317057,FALSE,NA,0,0,"",0.578717201166181,70,0,0.675085299269797,"",4.119
107,8317058,FALSE,NA,0,0,"",0.590379008746356,3,0,0.626970375718233,"",3.53900000000002
108,8317059,FALSE,NA,0,0,"",0.572886297376093,22,0,0.669737411346002,"",4.042
109,8317060,FALSE,NA,1,68,"!{pgr <= 10} & {grade3}",0.574344023323615,130,1,0.832901915700414,"",4.554
110,8317061,FALSE,NA,1,149,"{er <= 15} & !{pgr <= 2}",0.569970845481049,575,6,0.975732082487044,"",8.61000000000001
111,8317062,FALSE,NA,0,0,"",0.587463556851312,40,0,0.760035798534629,"",4.02099999999999
112,8317063,FALSE,NA,1,180,"!{pgr <= 26} & !{size <= 25}",0.580174927113703,181,4,0.821532533524738,"",5.179
113,8317064,FALSE,NA,0,0,"",0.568513119533528,45,0,0.60243556026259,"",3.67099999999999
114,8317065,FALSE,NA,0,0,"",0.565597667638484,35,0,0.633519879028594,"",3.92099999999999
115,8317066,FALSE,NA,1,118,"!{pgr <= 86} & {er <= 117}",0.577259475218659,133,1,0.823550194272452,"",4.86699999999999
116,8317067,FALSE,NA,0,0,"",0.565597667638484,63,0,0.688291676337638,"",3.87
117,8317068,FALSE,NA,1,67,"{pgr <= 2} & !{nodes <= 3}",0.584548104956268,108,1,0.670465883806412,"",4.506
118,8317069,FALSE,NA,0,0,"",0.580174927113703,17,0,0.663678510254451,"",3.55600000000001
119,8317070,FALSE,NA,0,0,"",0.584548104956268,56,0,0.700843680607761,"",4.059
120,8317071,FALSE,NA,0,0,"",0.567055393586006,61,0,0.726474614223981,"",3.84099999999998
121,8317072,FALSE,NA,0,0,"",0.568513119533528,20,0,0.640854618982706,"",3.68300000000002
122,8317073,FALSE,NA,1,95,"!{nodes <= 7} & !{pgr <= 9}",0.584548104956268,806,116,1.00113400882062,"",10.58
123,8317074,FALSE,NA,0,0,"",0.597667638483965,7,0,0.651888024749342,"",3.29300000000001
124,8317075,FALSE,NA,1,115,"{nodes <= 3} & !{pgr <= 120}",0.594752186588921,303,3,0.869833327944403,"",6.47199999999998
125,8317076,FALSE,NA,0,0,"",0.577259475218659,124,0,0.751768477025717,"",4.46300000000002
126,8317077,FALSE,NA,0,0,"",0.561224489795918,76,0,0.74834450313016,"",3.61999999999998
127,8317078,FALSE,NA,0,0,"",0.552478134110787,109,0,0.739047027849191,"",4.55799999999999
128,8317079,FALSE,NA,0,0,"",0.593294460641399,1,0,0.563476618042684,"",3.39099999999999
129,8317080,FALSE,NA,0,0,"",0.558309037900875,180,0,0.778793275983605,"",5.10599999999999
130,8317081,FALSE,NA,1,201,"{age <= 54} & !{pgr <= 24}",0.564139941690962,457,8,0.953253582106818,"",7.03899999999999
131,8317082,FALSE,NA,0,0,"",0.574344023323615,47,0,0.661028502771097,"",3.935
132,8317083,FALSE,NA,0,0,"",0.581632653061224,20,0,0.620872765940503,"",3.45800000000003
133,8317084,FALSE,NA,1,66,"{pgr <= 27} & !{pgr <= 16}",0.540816326530612,122,2,0.722379239811888,"",4.45299999999997
134,8317085,FALSE,NA,0,0,"",0.58600583090379,10,0,0.616551382380074,"",3.23600000000005
135,8317086,FALSE,NA,0,0,"",0.577259475218659,95,0,0.662616883423808,"",4.375
136,8317087,FALSE,NA,1,99,"!{size <= 35} & {nodes <= 7}",0.571428571428571,676,54,0.970346280612809,"",9.55700000000002
137,8317088,FALSE,NA,1,95,"!{grade3} & {er <= 6}",0.567055393586006,254,3,0.833054478817422,"",5.22800000000001
138,8317089,FALSE,NA,1,105,"!{age <= 52} & {er <= 15}",0.548104956268222,148,4,0.794999941891664,"",4.75799999999998
139,8317090,FALSE,NA,0,0,"",0.543731778425656,21,0,0.636736189924408,"",3.27600000000001
140,8317091,FALSE,NA,1,114,"!{er <= 19} & {pgr <= 33}",0.593294460641399,127,3,0.756867279055601,"",3.85699999999997
141,8317092,FALSE,NA,1,83,"!{pgr <= 26} & !{size <= 35}",0.612244897959184,72,1,0.7412633624517,"",3.30899999999997
142,8317093,FALSE,NA,0,0,"",0.551020408163265,66,0,0.683520216547782,"",3.28400000000005
143,8317094,FALSE,NA,0,0,"",0.56268221574344,72,0,0.644456408138848,"",3.40099999999995
144,8317095,FALSE,NA,0,0,"",0.549562682215743,67,0,0.707592748744145,"",4.857
145,8317096,FALSE,NA,0,0,"",0.555393586005831,7,0,0.616018459800441,"",3.661
146,8317097,FALSE,NA,0,0,"",0.58600583090379,4,0,0.566214695952255,"",3.293
147,8317098,FALSE,NA,1,63,"!{pgr <= 104} & {pgr <= 160}",0.543731778425656,50,1,0.640164780613745,"",4.01
148,8317099,FALSE,NA,0,0,"",0.558309037900875,3,0,0.519947704393116,"",3.46
149,8317100,FALSE,NA,1,92,"{er <= 7} & {age <= 53}",0.551020408163265,203,10,0.753122017084596,"",5.135
150,8317101,FALSE,NA,0,0,"",0.572886297376093,37,0,0.684184048874328,"",3.963
151,8317102,FALSE,NA,1,64,"{er <= 50} & !{pgr <= 88}",0.537900874635568,318,10,0.861047988229289,"",6.434
152,8317103,FALSE,NA,0,0,"",0.555393586005831,24,0,0.593282236116913,"",3.376
